Year,County of Program Location,Primary Substance Group,Age Group,Population,Admissions,Percent
2013,Essex,Marijuana incl Hashish,45 thru 54,38762,5,0.012899231205820132
2013,Essex,Marijuana incl Hashish,55 and Older,38762,1,0.0025798462411640265
2013,Essex,Marijuana incl Hashish,Under 18,38762,3,0.007739538723492079
2013,Essex,Other Opioids,18 thru 24,38762,8,0.020638769929312212
2013,Essex,Other Opioids,25 thru 34,38762,25,0.06449615602910067
2013,Essex,Other Opioids,35 thru 44,38762,6,0.015479077446984159
2013,Essex,Other Opioids,45 thru 54,38762,7,0.018058923688148185
2013,Franklin,Alcohol,18 thru 24,51688,39,0.07545271629778671
2013,Franklin,Alcohol,25 thru 34,51688,95,0.18379507816127533
2013,Franklin,Alcohol,35 thru 44,51688,85,0.1644482278285095
2013,Franklin,Alcohol,45 thru 54,51688,89,0.17218696796161587
2013,Franklin,Alcohol,55 and Older,51688,38,0.07351803126451015
2013,Franklin,Alcohol,Under 18,51688,12,0.02321622039931899
2013,Franklin,All Others,18 thru 24,51688,10,0.019346850332765824
2013,Franklin,All Others,25 thru 34,51688,12,0.02321622039931899
2013,Franklin,All Others,Under 18,51688,3,0.005804055099829748
2013,Franklin,Cocaine incl Crack,18 thru 24,51688,6,0.011608110199659495
2013,Franklin,Cocaine incl Crack,25 thru 34,51688,16,0.03095496053242532
2013,Franklin,Cocaine incl Crack,35 thru 44,51688,19,0.036759015632255074
2013,Franklin,Cocaine incl Crack,45 thru 54,51688,9,0.017412165299489243
2013,Franklin,Cocaine incl Crack,55 and Older,51688,4,0.007738740133106331
2013,Franklin,Cocaine incl Crack,Under 18,51688,1,0.0019346850332765827
2013,Franklin,Heroin,18 thru 24,51688,63,0.1218851570964247
2013,Franklin,Heroin,25 thru 34,51688,66,0.12768921219625445
2013,Franklin,Heroin,35 thru 44,51688,10,0.019346850332765828
2013,Franklin,Heroin,45 thru 54,51688,4,0.007738740133106331
2013,Franklin,Heroin,55 and Older,51688,3,0.005804055099829748
2013,Franklin,Marijuana incl Hashish,18 thru 24,51688,70,0.13542795232936078
2013,Franklin,Marijuana incl Hashish,25 thru 34,51688,57,0.11027704689676521
2013,Franklin,Marijuana incl Hashish,35 thru 44,51688,17,0.032889645565701904
2013,Franklin,Marijuana incl Hashish,45 thru 54,51688,9,0.017412165299489243
2013,Franklin,Marijuana incl Hashish,55 and Older,51688,2,0.0038693700665531653
2013,Franklin,Marijuana incl Hashish,Under 18,51688,64,0.12381984212970129
2013,Franklin,Other Opioids,18 thru 24,51688,57,0.11027704689676521
2013,Franklin,Other Opioids,25 thru 34,51688,95,0.18379507816127535
2013,Franklin,Other Opioids,35 thru 44,51688,20,0.03869370066553165
2013,Franklin,Other Opioids,45 thru 54,51688,11,0.02128153536604241
2013,Franklin,Other Opioids,55 and Older,51688,4,0.007738740133106331
2013,Fulton,Alcohol,18 thru 24,54586,18,0.032975488220422816
2013,Fulton,Alcohol,25 thru 34,54586,41,0.07511083427985199
2013,Fulton,Alcohol,35 thru 44,54586,44,0.08060674898325579
2013,Fulton,Alcohol,45 thru 54,54586,59,0.10808632250027479
2013,Fulton,Alcohol,55 and Older,54586,28,0.05129520389843549
2013,Fulton,Alcohol,Under 18,54586,2,0.0036639431356025355
2013,Fulton,All Others,18 thru 24,54586,2,0.0036639431356025355
2013,Fulton,All Others,25 thru 34,54586,4,0.007327886271205071
2013,Fulton,All Others,35 thru 44,54586,2,0.0036639431356025355
2013,Fulton,Cocaine incl Crack,25 thru 34,54586,8,0.01465577254241014
2013,Fulton,Cocaine incl Crack,35 thru 44,54586,15,0.027479573517019015
2013,Fulton,Cocaine incl Crack,45 thru 54,54586,10,0.018319715678012674
2013,Fulton,Heroin,18 thru 24,54586,5,0.009159857839006339
2013,Fulton,Heroin,25 thru 34,54586,13,0.02381563038141648
2013,Fulton,Heroin,35 thru 44,54586,9,0.016487744110211408
2013,Fulton,Heroin,45 thru 54,54586,8,0.01465577254241014
2013,Fulton,Marijuana incl Hashish,18 thru 24,54586,19,0.03480745978822409
2013,Fulton,Marijuana incl Hashish,25 thru 34,54586,17,0.03114351665262155
2013,Fulton,Marijuana incl Hashish,35 thru 44,54586,5,0.009159857839006339
2013,Fulton,Marijuana incl Hashish,45 thru 54,54586,6,0.010991829406807607
2013,Fulton,Marijuana incl Hashish,Under 18,54586,13,0.02381563038141648
2013,Fulton,Other Opioids,18 thru 24,54586,6,0.010991829406807607
2013,Fulton,Other Opioids,25 thru 34,54586,16,0.029311545084820284
2013,Fulton,Other Opioids,35 thru 44,54586,4,0.007327886271205071
2013,Fulton,Other Opioids,45 thru 54,54586,5,0.009159857839006339
2013,Fulton,Other Opioids,55 and Older,54586,2,0.0036639431356025355
2013,Fulton,Other Opioids,Under 18,54586,2,0.0036639431356025355
2013,Genesee,Alcohol,18 thru 24,59454,95,0.15978739866114983
2013,Genesee,Alcohol,25 thru 34,59454,133,0.22370235812560973
2013,Genesee,Alcohol,35 thru 44,59454,151,0.25397786524035393
2013,Genesee,Alcohol,45 thru 54,59454,136,0.22874827597806707
2013,Genesee,Alcohol,55 and Older,59454,52,0.08746257610926095
2013,Genesee,Alcohol,Under 18,59454,5,0.008409863087428937
2013,Genesee,All Others,18 thru 24,59454,1,0.0016819726174857872
2013,Genesee,All Others,25 thru 34,59454,7,0.011773808322400511
2013,Genesee,All Others,35 thru 44,59454,4,0.006727890469943149
2013,Genesee,All Others,45 thru 54,59454,1,0.0016819726174857872
2013,Genesee,All Others,55 and Older,59454,1,0.0016819726174857872
2013,Genesee,All Others,Under 18,59454,1,0.0016819726174857872
2013,Genesee,Cocaine incl Crack,18 thru 24,59454,4,0.006727890469943149
2013,Genesee,Cocaine incl Crack,25 thru 34,59454,17,0.028593534497258384
2013,Genesee,Cocaine incl Crack,35 thru 44,59454,29,0.04877720590708783
2013,Genesee,Cocaine incl Crack,45 thru 54,59454,32,0.05382312375954519
2013,Genesee,Cocaine incl Crack,55 and Older,59454,5,0.008409863087428936
2013,Genesee,Heroin,18 thru 24,59454,52,0.08746257610926095
2013,Genesee,Heroin,25 thru 34,59454,44,0.07400679516937464
2013,Genesee,Heroin,35 thru 44,59454,14,0.023547616644801022
2013,Genesee,Heroin,45 thru 54,59454,9,0.015137753557372086
2013,Genesee,Heroin,55 and Older,59454,1,0.0016819726174857872
2013,Genesee,Marijuana incl Hashish,18 thru 24,59454,50,0.08409863087428936
2013,Genesee,Marijuana incl Hashish,25 thru 34,59454,37,0.062232986846974134
2013,Genesee,Marijuana incl Hashish,35 thru 44,59454,11,0.01850169879234366
2013,Genesee,Marijuana incl Hashish,45 thru 54,59454,8,0.0134557809398863
2013,Genesee,Marijuana incl Hashish,Under 18,59454,61,0.10260032966663303
2013,Genesee,Other Opioids,18 thru 24,59454,39,0.06559693208194571
2013,Genesee,Other Opioids,25 thru 34,59454,70,0.11773808322400511
2013,Genesee,Other Opioids,35 thru 44,59454,28,0.047095233289602044
2013,Genesee,Other Opioids,45 thru 54,59454,13,0.021865644027315233
2013,Genesee,Other Opioids,55 and Older,59454,8,0.0134557809398863
2013,Genesee,Other Opioids,Under 18,59454,1,0.0016819726174857872
2013,Greene,Alcohol,18 thru 24,48455,23,0.0474667217005469
2013,Greene,Alcohol,25 thru 34,48455,37,0.07635950882261892
2013,Greene,Alcohol,35 thru 44,48455,30,0.06191311526158291
2013,Greene,Alcohol,45 thru 54,48455,31,0.06397688577030233
2013,Greene,Alcohol,55 and Older,48455,16,0.03302032813951089
2013,Greene,Alcohol,Under 18,48455,1,0.0020637705087194307
2013,Greene,All Others,25 thru 34,48455,2,0.004127541017438861
2013,Greene,All Others,35 thru 44,48455,2,0.004127541017438861
2013,Greene,All Others,45 thru 54,48455,2,0.004127541017438861
2013,Greene,Cocaine incl Crack,25 thru 34,48455,7,0.014446393561036013
2013,Greene,Cocaine incl Crack,35 thru 44,48455,11,0.022701475595913734
2013,Greene,Cocaine incl Crack,45 thru 54,48455,9,0.018573934578474876
2013,Greene,Cocaine incl Crack,55 and Older,48455,1,0.0020637705087194307
2013,Greene,Heroin,18 thru 24,48455,10,0.020637705087194303
2013,Greene,Heroin,25 thru 34,48455,31,0.06397688577030233
2013,Greene,Heroin,35 thru 44,48455,6,0.012382623052316582
2013,Greene,Heroin,45 thru 54,48455,2,0.004127541017438861
2013,Greene,Heroin,55 and Older,48455,1,0.0020637705087194307
2013,Greene,Heroin,Under 18,48455,1,0.0020637705087194307
2013,Greene,Marijuana incl Hashish,18 thru 24,48455,50,0.10318852543597151
2013,Greene,Marijuana incl Hashish,25 thru 34,48455,26,0.05365803322670519
2013,Greene,Marijuana incl Hashish,35 thru 44,48455,13,0.026829016613352595
2013,Greene,Marijuana incl Hashish,45 thru 54,48455,4,0.008255082034877723
2013,Greene,Marijuana incl Hashish,Under 18,48455,18,0.037147869156949745
2013,Greene,Other Opioids,18 thru 24,48455,7,0.014446393561036013
2013,Greene,Other Opioids,25 thru 34,48455,17,0.03508409864823032
2013,Greene,Other Opioids,35 thru 44,48455,10,0.020637705087194303
2013,Greene,Other Opioids,45 thru 54,48455,8,0.016510164069755445
2013,Herkimer,Alcohol,18 thru 24,64181,21,0.03271996385223041
2013,Herkimer,Alcohol,25 thru 34,64181,39,0.06076564715414219
2013,Herkimer,Alcohol,35 thru 44,64181,40,0.06232374067091506
2013,Herkimer,Alcohol,45 thru 54,64181,25,0.038952337919321914
2013,Herkimer,Alcohol,55 and Older,64181,11,0.017139028684501643
2013,Herkimer,Alcohol,Under 18,64181,3,0.00467428055031863
2013,Herkimer,All Others,25 thru 34,64181,3,0.00467428055031863
2013,Herkimer,All Others,Under 18,64181,1,0.0015580935167728766
2013,Herkimer,Cocaine incl Crack,18 thru 24,64181,1,0.0015580935167728766
2013,Herkimer,Cocaine incl Crack,25 thru 34,64181,12,0.01869712220127452
2013,Herkimer,Cocaine incl Crack,35 thru 44,64181,2,0.0031161870335457533
2013,Herkimer,Cocaine incl Crack,45 thru 54,64181,3,0.00467428055031863
2013,Herkimer,Cocaine incl Crack,55 and Older,64181,1,0.0015580935167728766
2013,Herkimer,Heroin,18 thru 24,64181,19,0.02960377681868466
2013,Herkimer,Heroin,25 thru 34,64181,25,0.038952337919321914
2013,Herkimer,Heroin,35 thru 44,64181,11,0.017139028684501643
2013,Herkimer,Heroin,55 and Older,64181,1,0.0015580935167728766
2013,Herkimer,Heroin,Under 18,64181,1,0.0015580935167728766
2013,Herkimer,Marijuana incl Hashish,18 thru 24,64181,37,0.05764946012059644
2013,Herkimer,Marijuana incl Hashish,25 thru 34,64181,15,0.023371402751593152
2013,Herkimer,Marijuana incl Hashish,35 thru 44,64181,3,0.00467428055031863
2013,Herkimer,Marijuana incl Hashish,45 thru 54,64181,5,0.007790467583864383
2013,Herkimer,Marijuana incl Hashish,55 and Older,64181,1,0.0015580935167728766
2013,Herkimer,Marijuana incl Hashish,Under 18,64181,24,0.03739424440254904
2013,Herkimer,Other Opioids,18 thru 24,64181,5,0.007790467583864383
2013,Herkimer,Other Opioids,25 thru 34,64181,19,0.029603776818684653
2013,Herkimer,Other Opioids,35 thru 44,64181,6,0.009348561100637259
2013,Herkimer,Other Opioids,45 thru 54,64181,1,0.0015580935167728766
2013,Herkimer,Other Opioids,Under 18,64181,2,0.0031161870335457533
2013,Jefferson,Alcohol,18 thru 24,119504,50,0.04183960369527379
2013,Jefferson,Alcohol,25 thru 34,119504,135,0.11296692997723924
2013,Jefferson,Alcohol,35 thru 44,119504,93,0.07782166287320925
2013,Jefferson,Alcohol,45 thru 54,119504,65,0.05439148480385594
2013,Jefferson,Alcohol,55 and Older,119504,18,0.015062257330298567
2013,Jefferson,Alcohol,Under 18,119504,3,0.0025103762217164277
2013,Jefferson,All Others,18 thru 24,119504,15,0.01255188110858214
2013,Jefferson,All Others,25 thru 34,119504,8,0.006694336591243807
2013,Jefferson,All Others,35 thru 44,119504,4,0.0033471682956219035
2013,Jefferson,All Others,45 thru 54,119504,1,0.0008367920739054759
2013,Jefferson,All Others,55 and Older,119504,2,0.0016735841478109517
2013,Jefferson,All Others,Under 18,119504,1,0.0008367920739054759
2013,Jefferson,Cocaine incl Crack,18 thru 24,119504,16,0.013388673182487616
2013,Jefferson,Cocaine incl Crack,25 thru 34,119504,17,0.014225465256393092
2013,Jefferson,Cocaine incl Crack,35 thru 44,119504,23,0.01924621769982595
2013,Jefferson,Cocaine incl Crack,45 thru 54,119504,10,0.008367920739054761
2013,Jefferson,Cocaine incl Crack,55 and Older,119504,1,0.0008367920739054759
2013,Jefferson,Heroin,18 thru 24,119504,100,0.0836792073905476
2013,Jefferson,Heroin,25 thru 34,119504,85,0.07112732628196546
2013,Jefferson,Heroin,35 thru 44,119504,16,0.013388673182487616
2013,Jefferson,Heroin,45 thru 54,119504,3,0.002510376221716428
2013,Jefferson,Heroin,55 and Older,119504,2,0.0016735841478109517
2013,Jefferson,Heroin,Under 18,119504,6,0.005020752443432856
2013,Jefferson,Marijuana incl Hashish,18 thru 24,119504,120,0.10041504886865711
2013,Jefferson,Marijuana incl Hashish,25 thru 34,119504,73,0.06108582139509974
2013,Jefferson,Marijuana incl Hashish,35 thru 44,119504,21,0.017572633552014997
2013,Jefferson,Marijuana incl Hashish,45 thru 54,119504,13,0.010878296960771187
2013,Jefferson,Marijuana incl Hashish,55 and Older,119504,1,0.0008367920739054759
2013,Jefferson,Marijuana incl Hashish,Under 18,119504,64,0.05355469272995046
2013,Jefferson,Other Opioids,18 thru 24,119504,28,0.023430178069353328
2013,Jefferson,Other Opioids,25 thru 34,119504,46,0.03849243539965189
2013,Jefferson,Other Opioids,35 thru 44,119504,22,0.018409425625920472
2013,Jefferson,Other Opioids,45 thru 54,119504,6,0.005020752443432856
2013,Jefferson,Other Opioids,55 and Older,119504,3,0.002510376221716428
2013,Jefferson,Other Opioids,Under 18,119504,5,0.00418396036952738
2013,Kings,Alcohol,18 thru 24,2592149,357,0.013772356450188627
2013,Kings,Alcohol,25 thru 34,2592149,1482,0.0571726393814553
2013,Kings,Alcohol,35 thru 44,2592149,1866,0.07198660262199433
2013,Kings,Alcohol,45 thru 54,2592149,2877,0.11098899021622599
2013,Kings,Alcohol,55 and Older,2592149,1261,0.04864689491229092
2013,Kings,Alcohol,Under 18,2592149,18,0.0006944045269002669
2013,Kings,All Others,18 thru 24,2592149,61,0.0023532597856064604
2013,Kings,All Others,25 thru 34,2592149,98,0.003780646868679231
2013,Kings,All Others,35 thru 44,2592149,71,0.0027390400783288307
2013,Kings,All Others,45 thru 54,2592149,53,0.0020446355514285638
2013,Kings,All Others,55 and Older,2592149,204,0.007869917971536359
2013,Kings,All Others,Under 18,2592149,6,0.0002314681756334223
2013,Kings,Cocaine incl Crack,18 thru 24,2592149,44,0.0016974332879784303
2013,Kings,Cocaine incl Crack,25 thru 34,2592149,288,0.01111047243040427
2013,Kings,Cocaine incl Crack,35 thru 44,2592149,548,0.021140760041185907
2013,Kings,Cocaine incl Crack,45 thru 54,2592149,869,0.033524307437574
2013,Kings,Cocaine incl Crack,55 and Older,2592149,259,0.009991709581509394
2013,Kings,Cocaine incl Crack,Under 18,2592149,4,0.0001543121170889482
2013,Kings,Heroin,18 thru 24,2592149,367,0.014158136742910998
2013,Kings,Heroin,25 thru 34,2592149,1025,0.03954248000404298
2013,Kings,Heroin,35 thru 44,2592149,1451,0.05597672047401596
2013,Kings,Heroin,45 thru 54,2592149,2055,0.07927785015444713
2013,Kings,Heroin,55 and Older,2592149,680,0.026233059905121193
2013,Kings,Heroin,Under 18,2592149,8,0.00030862423417789644
2013,Kings,Marijuana incl Hashish,18 thru 24,2592149,1225,0.047258085858490395
2013,Kings,Marijuana incl Hashish,25 thru 34,2592149,1572,0.06064466201595664
2013,Kings,Marijuana incl Hashish,35 thru 44,2592149,808,0.031171047651967536
2013,Kings,Marijuana incl Hashish,45 thru 54,2592149,429,0.016549974557789695
2013,Kings,Marijuana incl Hashish,55 and Older,2592149,87,0.0033562885466846236
2013,Kings,Marijuana incl Hashish,Under 18,2592149,248,0.00956735125951479
2013,Kings,Other Opioids,18 thru 24,2592149,154,0.005941016507924507
2013,Kings,Other Opioids,25 thru 34,2592149,169,0.006519686947008061
2013,Kings,Other Opioids,35 thru 44,2592149,72,0.0027776181076010677
2013,Kings,Other Opioids,45 thru 54,2592149,44,0.0016974332879784303
2013,Kings,Other Opioids,55 and Older,2592149,27,0.0010416067903504004
2013,Kings,Other Opioids,Under 18,2592149,8,0.0003086242341778964
2013,Lewis,Alcohol,25 thru 34,27149,4,0.01473350767984088
2013,Lewis,Alcohol,35 thru 44,27149,2,0.00736675383992044
2013,Lewis,Alcohol,45 thru 54,27149,4,0.01473350767984088
2013,Lewis,Alcohol,55 and Older,27149,1,0.00368337691996022
2013,Lewis,Heroin,25 thru 34,27149,1,0.00368337691996022
2013,Lewis,Marijuana incl Hashish,25 thru 34,27149,2,0.00736675383992044
2013,Lewis,Other Opioids,25 thru 34,27149,3,0.011050130759880658
2013,Lewis,Other Opioids,35 thru 44,27149,3,0.011050130759880658
2013,Livingston,Alcohol,18 thru 24,64705,29,0.04481879298354069
2013,Livingston,Alcohol,25 thru 34,64705,75,0.11591067150915696
2013,Livingston,Alcohol,35 thru 44,64705,44,0.06800092728537208
2013,Livingston,Alcohol,45 thru 54,64705,46,0.07109187852561626
2013,Livingston,Alcohol,55 and Older,64705,21,0.03245498802256394
2013,Livingston,Alcohol,Under 18,64705,1,0.0015454756201220927
2013,Livingston,All Others,18 thru 24,64705,6,0.009272853720732555
2013,Livingston,All Others,35 thru 44,64705,2,0.0030909512402441854
2013,Livingston,All Others,Under 18,64705,1,0.0015454756201220927
2013,Livingston,Cocaine incl Crack,18 thru 24,64705,2,0.0030909512402441854
2013,Livingston,Cocaine incl Crack,25 thru 34,64705,12,0.01854570744146511
2013,Livingston,Cocaine incl Crack,35 thru 44,64705,9,0.013909280581098834
2013,Livingston,Cocaine incl Crack,45 thru 54,64705,6,0.009272853720732555
2013,Livingston,Cocaine incl Crack,55 and Older,64705,3,0.004636426860366277
2013,Livingston,Heroin,18 thru 24,64705,21,0.03245498802256394
2013,Livingston,Heroin,25 thru 34,64705,44,0.06800092728537208
2013,Livingston,Heroin,35 thru 44,64705,7,0.010818329340854648
2013,Livingston,Heroin,45 thru 54,64705,2,0.0030909512402441854
2013,Livingston,Marijuana incl Hashish,18 thru 24,64705,44,0.06800092728537208
2013,Livingston,Marijuana incl Hashish,25 thru 34,64705,25,0.038636890503052315
2013,Livingston,Marijuana incl Hashish,35 thru 44,64705,16,0.024727609921953483
2013,Livingston,Marijuana incl Hashish,45 thru 54,64705,10,0.015454756201220925
2013,Livingston,Marijuana incl Hashish,55 and Older,64705,2,0.0030909512402441854
2013,Livingston,Marijuana incl Hashish,Under 18,64705,27,0.041727841743296495
2013,Livingston,Other Opioids,18 thru 24,64705,15,0.02318213430183139
2013,Livingston,Other Opioids,25 thru 34,64705,41,0.0633645004250058
2013,Livingston,Other Opioids,35 thru 44,64705,27,0.041727841743296495
2013,Livingston,Other Opioids,45 thru 54,64705,9,0.013909280581098834
2013,Livingston,Other Opioids,55 and Older,64705,3,0.004636426860366277
2013,Livingston,Other Opioids,Under 18,64705,1,0.0015454756201220927
2013,Madison,Alcohol,18 thru 24,72382,21,0.02901273797352933
2013,Madison,Alcohol,25 thru 34,72382,53,0.07322262440938354
2013,Madison,Alcohol,35 thru 44,72382,34,0.046973004338095106
2013,Madison,Alcohol,45 thru 54,72382,42,0.05802547594705866
2013,Madison,Alcohol,55 and Older,72382,10,0.013815589511204443
2013,Madison,Alcohol,Under 18,72382,1,0.0013815589511204443
2013,Madison,All Others,18 thru 24,72382,1,0.0013815589511204443
2013,Madison,All Others,25 thru 34,72382,6,0.008289353706722666
2013,Madison,All Others,35 thru 44,72382,4,0.005526235804481777
2013,Madison,All Others,45 thru 54,72382,1,0.0013815589511204443
2013,Madison,Cocaine incl Crack,18 thru 24,72382,2,0.0027631179022408886
2013,Madison,Cocaine incl Crack,25 thru 34,72382,13,0.017960266364565776
2013,Madison,Cocaine incl Crack,35 thru 44,72382,9,0.012434030560083999
2013,Madison,Cocaine incl Crack,45 thru 54,72382,8,0.011052471608963554
2013,Madison,Cocaine incl Crack,55 and Older,72382,2,0.0027631179022408886
2013,Madison,Heroin,18 thru 24,72382,17,0.023486502169047553
2013,Madison,Heroin,25 thru 34,72382,21,0.02901273797352933
2013,Madison,Heroin,35 thru 44,72382,5,0.0069077947556022215
2013,Madison,Heroin,45 thru 54,72382,1,0.0013815589511204443
2013,Madison,Heroin,55 and Older,72382,1,0.0013815589511204443
2013,Madison,Marijuana incl Hashish,18 thru 24,72382,13,0.017960266364565776
2013,Madison,Marijuana incl Hashish,25 thru 34,72382,14,0.01934182531568622
2013,Madison,Marijuana incl Hashish,35 thru 44,72382,10,0.013815589511204443
2013,Madison,Marijuana incl Hashish,45 thru 54,72382,4,0.005526235804481777
2013,Madison,Marijuana incl Hashish,Under 18,72382,2,0.0027631179022408886
2013,Madison,Other Opioids,18 thru 24,72382,9,0.012434030560083999
2013,Madison,Other Opioids,25 thru 34,72382,12,0.01657870741344533
2013,Madison,Other Opioids,35 thru 44,72382,16,0.02210494321792711
2013,Monroe,Alcohol,18 thru 24,749606,509,0.06790233802824418
2013,Monroe,Alcohol,25 thru 34,749606,1132,0.15101266532018154
2013,Monroe,Alcohol,35 thru 44,749606,1226,0.16355258629199876
2013,Monroe,Alcohol,45 thru 54,749606,1744,0.2326555550515871
2013,Monroe,Alcohol,55 and Older,749606,658,0.08777944680272036
2013,Monroe,Alcohol,Under 18,749606,33,0.004402312681595398
2013,Monroe,All Others,18 thru 24,749606,43,0.0057363468275333975
2013,Monroe,All Others,25 thru 34,749606,43,0.0057363468275333975
2013,Monroe,All Others,35 thru 44,749606,15,0.0020010512189069995
2013,Monroe,All Others,45 thru 54,749606,15,0.002001051218906999
2013,Monroe,All Others,55 and Older,749606,7,0.0009338239021565996
2013,Monroe,All Others,Under 18,749606,17,0.0022678580480945992
2013,Monroe,Cocaine incl Crack,18 thru 24,749606,58,0.007737398046440398
2013,Monroe,Cocaine incl Crack,25 thru 34,749606,245,0.03268383657548099
2013,Monroe,Cocaine incl Crack,35 thru 44,749606,418,0.05576262730020838
2013,Monroe,Cocaine incl Crack,45 thru 54,749606,556,0.07417229851415276
2013,Monroe,Cocaine incl Crack,55 and Older,749606,170,0.02267858048094599
2013,Monroe,Cocaine incl Crack,Under 18,749606,3,0.0004002102437813998
2013,Monroe,Heroin,18 thru 24,749606,696,0.09284877655728475
2013,Monroe,Heroin,25 thru 34,749606,1077,0.14367547751752252
2013,Monroe,Heroin,35 thru 44,749606,495,0.06603469022393096
2013,Monroe,Heroin,45 thru 54,749606,328,0.04375631998676638
2013,Monroe,Heroin,55 and Older,749606,162,0.021611353164195594
2013,Monroe,Heroin,Under 18,749606,9,0.0012006307313441994
2013,Monroe,Marijuana incl Hashish,18 thru 24,749606,1228,0.16381939312118632
2013,Monroe,Marijuana incl Hashish,25 thru 34,749606,962,0.12833408483923553
2013,Monroe,Marijuana incl Hashish,35 thru 44,749606,474,0.06323321851746118
2013,Monroe,Marijuana incl Hashish,45 thru 54,749606,221,0.029482154625229788
2013,Monroe,Marijuana incl Hashish,55 and Older,749606,30,0.004002102437813998
2013,Monroe,Marijuana incl Hashish,Under 18,749606,373,0.04975947364348737
2013,Monroe,Other Opioids,18 thru 24,749606,195,0.026013665845790988
2013,Monroe,Other Opioids,25 thru 34,749606,373,0.04975947364348737
2013,Monroe,Other Opioids,35 thru 44,749606,173,0.02307879072472739
2013,Monroe,Other Opioids,45 thru 54,749606,96,0.012806727801004796
2013,Monroe,Other Opioids,55 and Older,749606,38,0.005069329754564398
2013,Monroe,Other Opioids,Under 18,749606,18,0.002401261462688399
2013,Montgomery,Alcohol,18 thru 24,49897,18,0.036074313084955005
2013,Montgomery,Alcohol,25 thru 34,49897,59,0.11824358177846364
2013,Montgomery,Alcohol,35 thru 44,49897,55,0.11022706775958474
2013,Montgomery,Alcohol,45 thru 54,49897,66,0.1322724813115017
2013,Montgomery,Alcohol,55 and Older,49897,40,0.0801651401887889
2013,Montgomery,All Others,18 thru 24,49897,2,0.004008257009439445
2013,Montgomery,All Others,25 thru 34,49897,1,0.0020041285047197226
2013,Montgomery,All Others,35 thru 44,49897,1,0.0020041285047197226
2013,Montgomery,All Others,45 thru 54,49897,1,0.0020041285047197226
2013,Montgomery,Cocaine incl Crack,18 thru 24,49897,6,0.012024771028318336
2013,Montgomery,Cocaine incl Crack,25 thru 34,49897,13,0.026053670561356393
2013,Montgomery,Cocaine incl Crack,35 thru 44,49897,18,0.03607431308495501
2013,Montgomery,Cocaine incl Crack,45 thru 54,49897,16,0.03206605607551556
2013,Montgomery,Cocaine incl Crack,55 and Older,49897,2,0.004008257009439445
2013,Montgomery,Heroin,18 thru 24,49897,23,0.046094955608553624
2013,Montgomery,Heroin,25 thru 34,49897,56,0.11223119626430447
2013,Montgomery,Heroin,35 thru 44,49897,30,0.06012385514159169
2013,Montgomery,Heroin,45 thru 54,49897,5,0.010020642523598612
2013,Montgomery,Heroin,55 and Older,49897,6,0.012024771028318336
2013,Montgomery,Marijuana incl Hashish,18 thru 24,49897,29,0.058119726636871955
2013,Montgomery,Marijuana incl Hashish,25 thru 34,49897,22,0.0440908271038339
2013,Montgomery,Marijuana incl Hashish,35 thru 44,49897,13,0.026053670561356393
2013,Montgomery,Marijuana incl Hashish,45 thru 54,49897,6,0.012024771028318336
2013,Montgomery,Marijuana incl Hashish,55 and Older,49897,1,0.0020041285047197226
2013,Montgomery,Other Opioids,18 thru 24,49897,10,0.020041285047197228
2013,Montgomery,Other Opioids,25 thru 34,49897,28,0.056115598132152236
2013,Montgomery,Other Opioids,35 thru 44,49897,9,0.018037156542477503
2013,Montgomery,Other Opioids,45 thru 54,49897,8,0.01603302803775778
2013,Montgomery,Other Opioids,55 and Older,49897,3,0.006012385514159168
2013,Nassau,Alcohol,18 thru 24,1352146,542,0.04008442875251637
2013,Nassau,Alcohol,25 thru 34,1352146,963,0.07122011972079938
2013,Nassau,Alcohol,35 thru 44,1352146,807,0.05968290406509356
2013,Nassau,Alcohol,45 thru 54,1352146,934,0.06907538091300791
2013,Nassau,Alcohol,55 and Older,1352146,475,0.03512934254141195
2013,Nassau,Alcohol,Under 18,1352146,75,0.005546738296012412
2013,Nassau,All Others,18 thru 24,1352146,81,0.005990477359693406
2013,Nassau,All Others,25 thru 34,1352146,113,0.008357085699325369
2013,Nassau,All Others,35 thru 44,1352146,48,0.0035499125094479445
2013,Nassau,All Others,45 thru 54,1352146,31,0.002292651829018464
2013,Nassau,All Others,55 and Older,1352146,19,0.001405173701656478
2013,Nassau,All Others,Under 18,1352146,8,0.0005916520849079907
2013,Nassau,Cocaine incl Crack,18 thru 24,1352146,43,0.00318012995638045
2013,Nassau,Cocaine incl Crack,25 thru 34,1352146,126,0.009318520337300852
2013,Nassau,Cocaine incl Crack,35 thru 44,1352146,177,0.013090302378589293
2013,Nassau,Cocaine incl Crack,45 thru 54,1352146,249,0.01841517114276121
2013,Nassau,Cocaine incl Crack,55 and Older,1352146,40,0.0029582604245399534
2013,Nassau,Cocaine incl Crack,Under 18,1352146,5,0.0003697825530674942
2013,Nassau,Heroin,18 thru 24,1352146,667,0.04932899257920372
2013,Nassau,Heroin,25 thru 34,1352146,959,0.0709242936783454
2013,Nassau,Heroin,35 thru 44,1352146,270,0.019968257865644688
2013,Nassau,Heroin,45 thru 54,1352146,139,0.010279954975276338
2013,Nassau,Heroin,55 and Older,1352146,65,0.004807173189877424
2013,Nassau,Heroin,Under 18,1352146,9,0.0006656085955214896
